"UniqueID","Probability1"
6533,0.00765361761005823
6534,0.117666956179752
6535,0.973658383061201
6536,0.187203435594802
6537,0.198128759955053
6538,0.958942732483157
6539,0.799676953623094
6540,0.0109870400219034
6541,0.0110200903800657
6542,0.0009369885451909
6543,0.000555606165519315
6544,0.827137738912416
6545,8.88888888885444e-05
6546,0.00041604363286557
6547,9.43412015175227e-16
6548,0.959120242820019
6549,0.976742973832412
6550,0.396164332880241
6551,0.246907929097322
6552,0.00343781184433333
6553,0.00771966303441165
6554,0.0755777061203925
6555,0.939876148793385
6556,0.00021050346942591
6557,5.73430192218893e-16
6558,0.265726140427974
6559,0.000170695366251747
6560,0.784978784218973
6561,0.43455978844685
6562,0.00426497264515783
6563,5.35738120532869e-16
6564,3.28130750819737e-05
6565,8.27005131043279e-16
6566,0.0636542106216364
6567,0.0638587109391012
6568,0.88136352784441
6569,0.802881293154373
6570,0.00101318448351002
6571,0.111553947444771
6572,0.726106837988106
6573,0.870507331815653
6574,0.977177756441108
6575,0.027991332826261
6576,0.447409726159257
6577,8.87401263582888e-16
6578,0.000216378328340059
6579,0.0425575563632549
6580,0.00228662882537378
6581,0.487162529869214
6582,0.0029999999999996
6583,0.000236323621344193
6584,0.392266897563698
6585,0.00026086956521719
6586,0.0266159556207992
6587,0.528465256967581
6588,9.44966327409702e-16
6589,8.90842954959226e-16
6590,0.393593921317079
6591,0.914159168727031
6592,0.000359175051138777
6593,0.000216378328340061
6594,3.28130750819666e-05
6595,0.00101253835450214
6596,0.000854385751089562
6597,0.311708936369792
6598,0.000216378328340057
6599,8.76243522185405e-16
6600,0.759135002721742
6601,0.186991595441917
6602,8.89621709632138e-16
6603,9.4313445941907e-16
6604,0.0355591892380945
6605,0.390160086776905
6606,0.796335603499201
6607,0.0011999999999994
6608,0.916640482798654
6609,0.968633873393253
6610,7.79931674799173e-16
6611,0.00260408965782101
6612,0.479865725911292
6613,4.64485362554052e-05
6614,0.00607201593584128
6615,4.6296300126869e-16
6616,0.026011512603951
6617,0.00161668006406159
6618,0.0312097927960074
6619,0.0857550036602542
6620,7.02993219192649e-16
6621,0.125092698500596
6622,0.0229193780244939
6623,0.00207744960921395
6624,0.00176216216216161
6625,0.00249414961400514
6626,8.29336599394992e-16
6627,0.000210503469425911
6628,8.60034266025878e-16
6629,0.00142745059003505
6630,0.000364142928125683
6631,0.0128720173700222
6632,0.295528231023599
6633,0.681131992923348
6634,0.023528400676432
6635,0.614287268006234
6636,0.346781211237756
6637,0.632828429029349
6638,0.59166343276916
6639,0.382320693840298
6640,0.465577211458364
6641,0.564802390759967
6642,0.297962181295923
6643,0.608268734820323
6644,0.621249771921959
6645,0.0354661220954728
6646,0.244812547718175
6647,0.00580721140890912
6648,0.017151532969622
6649,0.293823320931533
6650,0.85022883514687
6651,5.68767255515468e-16
6652,0.00539270146886137
6653,0.0260788888242255
6654,0.00179774037634695
6655,0.422197844479262
6656,0.0261658786118388
6657,8.69565217386904e-05
6658,0.0246159556207992
6659,0.00016347826086934
6660,0.542829670868432
6661,9.62452340047548e-16
6662,0.000101628933708571
6663,0.00641397759278416
6664,0.354753146139579
6665,0.0383168065617924
6666,0.00111525531630696
6667,0.0665620033645379
6668,0.00226086956521715
6669,0.0075489501912386
6670,0.912614979549596
6671,0.906394765704171
6672,7.40740740735803e-05
6673,0.229816524839699
6674,0.148187063316183
6675,0.000369203316732678
6676,0.000784210312493077
6677,0.000735878205605039
6678,0.000124999999999644
6679,0.000416043632865569
6680,0.563126146533027
6681,3.28130750819672e-05
6682,0.00721574985393336
6683,0.0703410076800255
6684,0.648329702849981
6685,0.000216378328340059
6686,0.000163478260869293
6687,0.0283733498171703
6688,0.82649568148949
6689,8.69360139432729e-16
6690,0.000210503469425865
6691,0.338237070961622
6692,0.382160661744579
6693,9.03277452835027e-16
6694,0.790085993521387
6695,0.192043925209658
6696,7.8598239028338e-16
6697,0.55212000838915
6698,0.0135999750249745
6699,0.0918893971483625
6700,4.59021709531271e-16
6701,0.379404920539306
6702,0.00228662882537379
6703,0.0793805477961379
6704,0.00307278581350011
6705,0.00161668006406159
6706,0.000444444444443641
6707,0.268912812288644
6708,0.000394326998837743
6709,1.55819801506141e-16
6710,0.000216378328340058
6711,0.0412051779493991
6712,0.000407814407813494
6713,0.00298181818181769
6714,0.02244372639119
6715,0.00398349126144929
6716,8.58535464942634e-16
6717,0.000499999999999175
6718,0.243396700352575
6719,0.00965731219941719
6720,0.769080415147883
6721,0.000364142928125682
6722,8.88888888885449e-05
6723,0.964621963317692
6724,0.10881118991025
6725,0.571056527463202
6726,0.00440218147663741
6727,0.432723031892342
6728,0.716083948923869
6729,9.70945546185931e-16
6730,5.68767255515468e-16
6731,0.323887750183948
6732,0.000216378328340061
6733,0.00828582702020131
6734,0.00452222222222191
6735,0.000163551936691458
6736,0.000932391425062091
6737,0.00208655435932554
6738,0.189711934557551
6739,0.332891320267245
6740,9.15489906105904e-16
6741,0.126131007189685
6742,5.35738120532869e-16
6743,0.00539545849268959
6744,0.0252632610939106
6745,0.452942252099852
6746,0.00640055315390604
6747,3.28130750819466e-05
6748,0.230482802531589
6749,0.0214093976007397
6750,0.904561118969582
6751,0.00144762306126893
6752,0.579156779314168
6753,0.473528282287754
6754,0.003921876035757
6755,0.000101628933708565
6756,0.0197619249143661
6757,0.525210886977509
6758,0.383521678377992
6759,0.000203846153845805
6760,0.0936319388897695
6761,0.0576066405123498
6762,0.00149999999999988
6763,5.35738120532869e-16
6764,0.83152405850804
6765,0.00018550650964432
6766,0.000221289346188546
6767,0.00101253835450215
6768,0.534674107690366
6769,0.0530667898685291
6770,0.0925258186686253
6771,0.0243075757575751
6772,0.112000628330502
6773,0.000550478337751234
6774,5.90749671403046e-16
6775,0.682415715584248
6776,0.0218482156753566
6777,8.98670027282833e-16
6778,0.000720720720720031
6779,0.312394180471437
6780,0.936304042827154
6781,0.575188282414606
6782,0.0862763488706591
6783,0.00471470504444401
6784,4.0816326529676e-05
6785,0.11446272067908
6786,0.00899312571254013
6787,0.804626224947508
6788,0.298009059854143
6789,0.0934351569661387
6790,0.0329412354699205
6791,4.57966997657877e-16
6792,7.72937269744034e-16
6793,0.251618863599833
6794,8.90176821144451e-16
6795,0.108930953961142
6796,1.63147273468667e-16
6797,0.00161668006406159
6798,0.00470734805489157
6799,0.028929160004309
6800,0.115694334743595
6801,0.00382719687789465
6802,0.00533333333333276
6803,8.70470362457354e-16
6804,7.75934871910522e-16
6805,0.00314049587873718
6806,0.000364142928125684
6807,0.552437515438625
6808,0.978310054268585
6809,0.00017069536625175
6810,0.937697508111965
6811,0.00226591733585572
6812,0.225952749986398
6813,5.72208946891806e-16
6814,0.0159852180094447
6815,0.121996887365391
6816,0.490181144476268
6817,0.0923120283719437
6818,0.00245594150967286
6819,0.911184517069245
6820,0.016318052785144
6821,0.000178188899707623
6822,0.0195314177645725
6823,0.368720216661125
6824,0.728386293486141
6825,0.975726307165745
6826,0.000216378328340061
6827,0.000803453703011238
6828,8.90953977261688e-16
6829,0.227977986210957
6830,0.016318052785144
6831,0.00143578643578626
6832,0.0294469198193109
6833,0.00093550650964431
6834,0.00106686735883119
6835,0.870663628974085
6836,0.00188417467492769
6837,0.0144567357621436
6838,0.0023318678792313
6839,0.00111525531630696
6840,3.28130750819434e-05
6841,0.000216378328340061
6842,0.000153846153845784
6843,0.000784210312493074
6844,0.739077440567395
6845,0.973697381550414
6846,0.00021637832834007
6847,0.520624602409634
6848,0.0120005374821743
6849,0.00373333333333324
6850,0.201559354807932
6851,0.000216378328340103
6852,0.855645916707609
6853,0.00105490605329096
6854,0.00879988396812045
6855,0.000325466176141437
6856,0.0106411867383703
6857,0.378317373740426
6858,0.000170695366251747
6859,0.780249992918795
6860,0.63954350623488
6861,3.28130750819706e-05
6862,0.000565466176141465
6863,0.12703169424846
